student_id,cohort_id,synthetic_split,placement_outcome_quarantined,cgpa,backlogs,tenth_percentage,twelfth_percentage,branch,semester,problem_solving_score,communication_score,assessments_completed,skill_python,skill_sql,skill_dsa,skill_git,skill_fastapi,skill_react,skill_cloud,skill_statistics,skill_powerbi,verified_skills_count,projects_count,verified_projects_count,internships_count,experience_months,certifications_count,courses_completed,avg_course_progress,resume_uploaded,profile_completeness,target_role,role_match_score,market_alignment_score,critical_skill_gaps,readiness_score,readiness_tier,is_ready
OMEN-10098,2026-CSE,val,Rejected,5.09,2,51.2,45.0,CSE,5,82.1,55.3,4,94.5,32.8,98.0,85.5,98.0,71.9,72.6,46.3,22.7,6,4,4,0,0,4,1,43.8,0,75.6,Software Engineer,93.3,67.3,1,63,Near-Ready,0
OMEN-10099,2026-EEE,train,Rejected,6.09,1,61.1,69.6,EEE,7,44.3,71.7,2,77.5,63.0,52.4,62.6,48.3,52.5,38.9,61.7,68.1,2,4,2,0,0,2,2,44.3,1,90.0,Data Analyst,90.3,62.8,2,51,Needs Training,0
OMEN-10100,2026-IT,train,Rejected,7.78,0,71.1,62.5,IT,5,46.6,68.8,3,74.5,55.0,46.3,43.3,66.0,51.5,43.8,47.3,41.3,2,3,2,1,3,3,1,22.8,0,66.9,Software Engineer,82.1,52.7,3,59,Needs Training,0
OMEN-10101,2026-IT,train,Unplaced,7.76,0,72.3,72.2,IT,5,61.3,62.2,3,65.2,64.8,33.5,40.0,31.7,46.7,40.8,93.7,62.6,2,2,1,0,0,2,1,25.2,1,81.5,Data Analyst,89.8,56.9,1,61,Near-Ready,0
OMEN-10102,2026-ECE,val,Unplaced,6.14,1,52.9,52.4,ECE,7,65.8,53.2,4,66.7,58.4,25.6,46.2,28.2,26.5,44.0,49.4,74.6,2,7,4,0,0,1,2,49.8,1,89.0,Data Analyst,84.1,50.8,2,51,Needs Training,0
OMEN-10103,2026-ECE,train,Selected,6.28,0,60.0,55.5,ECE,5,45.0,81.7,5,59.9,95.4,47.3,48.5,29.5,50.8,43.2,89.6,85.7,3,3,1,0,0,1,0,17.3,0,73.0,Data Analyst,96.6,66.4,1,70,Near-Ready,0
OMEN-10104,2026-CSE,train,Unplaced,6.34,4,60.5,52.4,CSE,8,56.4,43.3,1,72.0,48.7,60.7,65.6,74.5,75.4,89.9,37.9,33.3,5,2,1,1,3,1,1,22.5,1,77.5,Software Engineer,91.4,58.1,1,36,Needs Training,0
OMEN-10105,2026-EEE,val,Unplaced,7.83,0,72.4,74.0,EEE,8,65.3,64.0,4,82.2,37.4,71.0,56.7,57.1,30.8,60.7,53.7,5.0,2,2,0,0,0,2,1,42.7,1,83.5,AI/ML Engineer,81.3,52.1,2,58,Needs Training,0
OMEN-10106,2026-ECE,val,Unplaced,6.24,1,60.4,64.9,ECE,8,37.8,55.4,2,56.5,45.7,71.5,71.6,68.1,51.1,53.4,41.0,20.6,3,3,0,1,5,1,1,23.1,1,87.4,Software Engineer,88.3,51.6,1,53,Needs Training,0
OMEN-10107,2026-IT,train,Selected,8.11,0,76.8,72.0,IT,8,70.4,65.7,2,94.0,30.1,78.7,87.1,82.2,87.4,67.5,39.9,40.3,6,6,4,2,6,1,1,37.6,1,85.5,Software Engineer,92.4,66.1,1,79,Ready,1
OMEN-10108,2026-CSE,val,Rejected,7.34,0,68.0,68.4,CSE,7,44.9,80.9,4,31.5,71.6,47.7,28.7,51.6,31.6,14.9,74.6,83.4,3,2,0,1,3,1,0,15.1,1,73.8,Data Analyst,82.3,53.7,3,50,Needs Training,0
OMEN-10109,2026-IT,train,Selected,8.37,0,76.7,70.2,IT,8,63.8,53.4,4,70.7,40.7,71.3,66.9,68.2,57.4,48.2,41.1,15.6,4,7,4,2,10,2,0,1.0,1,92.5,Software Engineer,89.5,53.6,1,71,Near-Ready,0
OMEN-10110,2026-CSE,train,Rejected,5.75,0,52.4,61.3,CSE,7,56.2,61.4,4,71.4,53.6,73.4,35.6,42.2,45.6,74.9,72.5,43.2,4,6,2,0,0,1,2,59.3,1,89.0,AI/ML Engineer,90.8,56.4,1,65,Near-Ready,0
OMEN-10111,2026-CSE,val,Selected,4.94,0,49.5,45.0,CSE,8,60.9,67.2,1,62.9,40.8,62.9,69.2,67.1,43.0,34.9,27.2,15.8,2,4,1,1,3,1,2,38.1,1,79.3,Software Engineer,84.0,48.5,2,62,Near-Ready,0
OMEN-10112,2026-CIVIL,train,Rejected,8.12,0,79.2,68.1,CIVIL,6,45.1,62.9,4,51.8,81.6,18.1,52.0,27.6,5.0,5.0,88.9,67.6,3,5,1,0,0,1,0,31.8,1,90.5,Data Analyst,91.2,51.2,1,59,Needs Training,0
OMEN-10113,2026-EEE,train,Rejected,7.59,0,82.0,68.3,EEE,6,69.1,42.3,4,65.4,69.6,49.4,62.8,21.2,19.5,21.7,58.3,62.9,2,2,2,0,0,0,1,38.7,1,85.1,Data Analyst,87.1,53.2,2,56,Needs Training,0
OMEN-10114,2026-CSE,train,Rejected,5.46,1,45.0,47.6,CSE,6,43.3,53.4,2,54.6,35.5,50.9,34.1,45.4,24.8,44.4,59.9,16.2,0,1,0,0,0,2,0,16.4,1,73.8,AI/ML Engineer,67.6,41.4,4,31,Needs Training,0
OMEN-10115,2026-CSE,train,Rejected,6.19,1,59.0,61.7,CSE,7,71.9,63.2,8,56.0,33.2,66.9,69.1,60.8,42.8,64.3,40.4,31.5,2,1,1,0,0,1,1,45.0,1,83.6,Software Engineer,80.4,51.0,2,45,Needs Training,0
OMEN-10116,2026-EEE,val,Selected,7.68,0,75.7,63.8,EEE,6,66.6,55.1,5,79.0,98.0,61.9,46.8,41.5,15.3,57.0,76.5,98.0,4,2,2,2,8,2,2,57.9,0,66.7,Data Analyst,99.3,66.1,0,79,Ready,1
OMEN-10117,2026-EEE,train,Rejected,8.05,1,85.8,63.6,EEE,8,69.0,69.5,7,86.3,83.2,59.0,65.4,45.0,44.9,41.3,77.4,56.5,4,4,3,1,5,1,0,2.7,1,91.4,Data Analyst,94.6,67.3,1,70,Near-Ready,0
OMEN-10118,2026-MECH,test,Rejected,6.93,0,64.7,62.7,MECH,6,69.4,33.0,3,81.0,77.2,45.4,53.1,32.2,29.3,39.8,53.3,44.6,2,2,1,1,5,0,0,4.7,1,80.3,Data Analyst,82.4,53.0,3,52,Needs Training,0
OMEN-10119,2026-IT,train,Selected,8.28,0,74.9,73.0,IT,5,69.2,33.3,5,77.6,79.3,72.1,65.7,51.3,56.5,46.2,82.0,77.5,6,2,1,0,0,2,1,27.5,1,92.9,Data Analyst,97.7,67.7,0,69,Near-Ready,0
OMEN-10120,2026-CSE,train,Rejected,7.25,1,73.3,64.0,CSE,7,55.6,70.5,4,71.9,48.2,68.2,86.9,76.3,53.0,51.7,58.3,38.0,4,1,1,1,3,2,1,34.6,1,80.1,Software Engineer,92.8,61.2,0,63,Near-Ready,0
OMEN-10121,2026-CSE,train,Rejected,7.52,0,65.6,68.7,CSE,6,42.3,86.3,4,53.0,30.3,49.4,45.4,19.3,52.1,58.7,42.5,5.0,0,6,2,0,0,2,0,11.4,0,75.4,AI/ML Engineer,65.1,44.1,4,42,Needs Training,0
OMEN-10122,2026-IT,train,Unplaced,7.52,0,70.8,72.0,IT,6,65.2,70.7,2,61.1,38.5,59.1,67.6,53.4,45.3,41.5,19.3,8.6,1,1,1,1,3,0,1,42.0,1,74.9,Software Engineer,80.0,48.0,3,57,Needs Training,0
OMEN-10123,2026-ECE,train,Selected,7.83,0,71.0,73.6,ECE,7,57.7,75.9,5,73.0,84.5,61.4,62.7,69.3,70.8,69.5,56.6,38.8,5,3,1,0,0,2,1,39.0,1,92.1,Software Engineer,92.8,65.0,2,62,Near-Ready,0
OMEN-10124,2026-CIVIL,train,Selected,6.57,0,69.2,56.9,CIVIL,7,64.3,50.0,3,81.8,61.8,44.8,55.0,61.2,50.9,39.6,73.2,80.2,3,2,1,0,0,1,6,100.0,1,79.5,Data Analyst,91.0,61.2,1,66,Near-Ready,0
OMEN-10125,2026-EEE,val,Rejected,7.2,2,72.2,74.7,EEE,6,31.9,65.2,3,94.1,75.9,55.9,71.9,59.5,55.1,70.1,79.2,56.1,5,1,0,1,5,1,1,18.1,1,77.4,AI/ML Engineer,97.4,66.5,0,50,Needs Training,0
OMEN-10126,2026-IT,train,Rejected,7.18,1,55.8,65.5,IT,7,52.9,59.4,3,98.0,44.9,68.3,65.7,71.7,58.4,68.8,74.3,39.9,6,4,2,1,4,2,1,20.7,1,94.2,AI/ML Engineer,92.6,62.6,1,58,Needs Training,0
OMEN-10127,2026-IT,val,Unplaced,8.08,0,81.7,61.8,IT,7,80.0,59.3,6,74.6,51.3,80.8,82.4,58.8,74.2,79.4,46.4,22.1,5,1,1,1,4,1,1,40.1,1,77.0,Software Engineer,98.0,62.3,0,77,Ready,1
OMEN-10128,2026-CSE,train,Selected,6.75,0,66.0,65.5,CSE,7,56.8,40.7,3,61.2,41.0,70.5,60.4,46.2,76.9,28.8,10.9,27.2,2,3,2,1,3,1,1,27.0,1,86.3,Software Engineer,84.8,43.7,3,54,Needs Training,0
OMEN-10129,2026-IT,train,Selected,8.38,0,81.0,72.2,IT,7,64.9,85.5,4,39.5,77.6,43.0,40.3,24.4,38.1,40.2,74.9,57.3,2,1,0,1,4,1,1,34.3,1,78.7,Data Analyst,84.5,56.1,2,57,Needs Training,0
OMEN-10130,2026-IT,train,Rejected,8.97,0,75.8,84.9,IT,6,76.5,54.4,5,84.7,31.0,72.7,55.8,46.1,45.0,59.1,79.3,18.2,3,3,1,1,4,0,2,53.6,1,90.0,AI/ML Engineer,85.5,55.3,1,67,Near-Ready,0
OMEN-10131,2026-CSE,test,Rejected,9.19,0,86.2,73.7,CSE,7,57.7,74.4,1,74.7,53.0,76.3,40.1,48.0,52.7,67.5,72.7,48.9,0,3,0,1,4,0,4,87.9,1,80.3,AI/ML Engineer,91.3,60.0,0,69,Near-Ready,0
OMEN-10132,2026-MECH,train,Rejected,8.88,0,83.3,79.2,MECH,6,49.3,62.8,4,78.5,70.6,74.0,57.3,45.6,42.7,67.5,97.9,33.1,5,0,0,0,0,4,1,2.3,0,56.2,AI/ML Engineer,97.3,60.9,0,64,Near-Ready,0
OMEN-10133,2026-CSE,train,Rejected,6.95,0,69.7,75.3,CSE,5,73.7,31.5,9,53.0,92.5,42.9,37.4,27.0,25.8,37.1,78.5,81.3,3,4,3,1,4,2,1,49.0,1,92.4,Data Analyst,91.3,54.1,2,64,Near-Ready,0
OMEN-10134,2026-CSE,train,Unplaced,6.41,1,59.7,68.9,CSE,6,64.6,91.7,5,71.5,58.7,76.2,85.4,86.7,78.6,62.4,14.3,34.7,5,2,2,0,0,1,1,61.8,1,86.6,Software Engineer,99.6,65.7,0,63,Near-Ready,0
OMEN-10135,2026-CSE,test,Rejected,7.44,0,69.7,65.8,CSE,8,34.1,68.7,2,73.5,80.2,43.0,61.1,23.9,18.9,27.2,75.6,82.2,4,4,2,2,10,1,1,31.3,1,91.6,Data Analyst,96.3,59.5,0,74,Near-Ready,0
OMEN-10136,2026-ECE,train,Selected,8.62,0,80.9,78.5,ECE,6,68.2,84.6,6,81.2,65.7,74.6,98.0,96.3,80.6,64.7,70.3,81.7,8,2,1,2,8,0,1,28.5,1,83.0,Software Engineer,99.3,79.1,0,89,Ready,1
OMEN-10137,2026-CSE,train,Rejected,6.95,0,64.0,66.8,CSE,7,62.6,55.1,2,62.2,54.4,62.2,78.3,44.5,42.3,38.7,37.1,30.7,1,5,3,1,4,1,2,47.6,0,71.8,Software Engineer,84.8,50.5,3,62,Near-Ready,0
OMEN-10138,2026-CIVIL,train,Unplaced,7.38,0,76.9,75.3,CIVIL,8,76.8,46.7,3,65.5,82.1,46.1,41.9,45.0,26.6,70.4,66.3,88.1,5,6,2,0,0,1,1,38.3,1,95.4,Data Analyst,92.8,60.1,0,74,Near-Ready,0
OMEN-10139,2026-MECH,train,Rejected,7.88,0,73.3,69.5,MECH,6,60.0,65.3,1,75.6,60.3,69.9,81.3,61.7,66.1,53.5,50.0,39.6,4,1,1,0,0,1,1,39.0,1,70.8,Software Engineer,98.2,61.2,0,72,Near-Ready,0
OMEN-10140,2026-IT,test,Rejected,6.12,0,63.6,58.8,IT,7,62.5,31.5,3,74.5,42.5,57.2,96.7,39.3,69.1,18.1,37.6,13.8,3,6,5,1,4,0,3,65.5,1,89.4,Software Engineer,85.7,45.7,3,59,Needs Training,0
OMEN-10141,2026-ECE,val,Rejected,9.05,0,81.9,85.8,ECE,6,33.0,74.8,3,64.4,43.2,51.8,62.5,70.7,86.8,57.0,32.7,29.0,2,5,3,2,8,0,0,3.3,1,92.5,Software Engineer,87.0,56.2,3,60,Near-Ready,0
OMEN-10142,2026-MECH,train,Selected,7.24,0,59.9,69.6,MECH,7,60.5,52.1,5,63.9,54.2,40.9,35.9,38.0,56.1,35.2,69.5,58.2,1,2,1,1,5,2,1,24.6,1,85.3,Data Analyst,84.1,53.2,1,66,Near-Ready,0
OMEN-10143,2026-EEE,train,Unplaced,7.5,0,79.8,70.8,EEE,5,69.5,72.8,4,53.7,59.3,59.7,77.5,39.2,69.6,28.1,78.6,61.7,3,1,1,1,4,2,0,6.8,1,81.8,Data Analyst,86.9,64.3,2,68,Near-Ready,0
OMEN-10144,2026-ECE,train,Rejected,6.62,0,73.4,63.3,ECE,6,58.7,56.0,2,63.6,40.9,64.4,48.8,46.8,13.7,48.0,86.1,34.6,1,1,0,1,4,1,1,31.7,1,68.7,AI/ML Engineer,81.4,49.5,3,53,Needs Training,0
OMEN-10145,2026-CIVIL,train,Rejected,8.99,0,84.1,93.5,CIVIL,6,67.0,80.4,5,67.7,54.3,56.4,60.5,53.2,9.4,63.5,70.9,17.7,2,4,3,1,4,0,1,18.0,1,95.7,AI/ML Engineer,86.7,54.5,1,71,Near-Ready,0
OMEN-10146,2026-IT,train,Rejected,8.33,0,74.4,81.9,IT,7,44.0,67.9,6,67.2,56.6,53.4,78.7,69.6,52.9,55.8,57.4,43.6,3,3,3,1,4,0,2,55.6,1,90.5,Software Engineer,91.4,59.1,1,69,Near-Ready,0
OMEN-10147,2026-ECE,val,Selected,7.42,0,69.5,65.9,ECE,8,59.7,75.2,1,87.4,65.8,51.5,55.8,43.2,39.1,21.5,77.0,63.2,3,4,2,3,15,3,0,21.3,1,83.8,Data Analyst,92.8,62.0,1,73,Near-Ready,0
OMEN-10148,2026-IT,train,Rejected,6.69,1,66.1,69.2,IT,7,55.5,57.1,3,83.4,43.3,68.9,54.2,12.5,38.4,94.4,79.4,20.5,4,4,3,0,0,4,1,22.8,1,86.2,AI/ML Engineer,91.9,53.9,1,62,Near-Ready,0
OMEN-10149,2026-ECE,train,Selected,7.02,0,57.5,68.2,ECE,8,75.3,62.1,4,56.5,72.4,79.6,41.0,31.9,22.6,70.5,92.6,67.0,5,2,1,1,3,5,1,20.1,1,84.3,AI/ML Engineer,92.6,58.4,1,72,Near-Ready,0
OMEN-10150,2026-ECE,train,Rejected,9.68,0,96.8,85.1,ECE,5,82.2,79.0,2,95.7,98.0,77.3,77.1,67.7,84.8,44.5,89.0,98.0,8,6,4,0,0,2,1,14.9,1,87.9,Data Analyst,100.0,84.3,0,89,Ready,1
OMEN-10151,2026-CSE,val,Selected,7.12,0,59.4,58.7,CSE,8,68.8,77.2,8,74.0,66.6,80.6,83.4,64.1,62.6,69.4,40.6,28.7,5,6,0,1,4,1,1,45.4,1,95.6,Software Engineer,99.4,63.0,0,76,Ready,1
OMEN-10152,2026-MECH,train,Rejected,7.58,0,70.1,69.4,MECH,6,85.1,86.3,4,75.8,79.9,87.1,73.6,74.0,73.1,59.9,69.0,47.4,7,0,0,1,3,0,0,26.6,0,56.9,Software Engineer,98.7,72.4,0,79,Ready,1
OMEN-10153,2026-CSE,train,Rejected,5.08,1,49.4,45.0,CSE,6,44.1,81.0,7,35.9,87.9,31.3,34.5,30.7,27.5,48.8,96.2,76.2,3,3,1,1,5,2,2,39.2,0,73.2,Data Analyst,84.5,55.5,2,52,Needs Training,0
OMEN-10154,2026-IT,train,Unplaced,8.61,0,81.1,85.9,IT,5,32.8,61.0,3,51.9,36.9,37.4,15.3,22.4,25.2,65.8,60.0,33.2,1,4,1,0,0,2,1,12.6,0,70.0,AI/ML Engineer,69.5,39.3,4,44,Needs Training,0
OMEN-10155,2026-CSE,test,Rejected,6.03,0,65.8,66.1,CSE,8,37.3,51.5,0,54.9,41.7,27.1,35.3,40.1,48.0,52.2,44.7,27.1,0,4,1,2,8,2,2,50.2,1,77.0,Software Engineer,62.9,41.5,5,39,Needs Training,0
OMEN-10156,2026-IT,val,Rejected,6.21,0,60.1,68.9,IT,7,62.5,60.0,7,69.1,45.4,63.8,65.4,55.2,50.9,58.8,29.4,30.1,2,6,4,1,3,1,1,13.4,0,75.6,Software Engineer,85.6,52.4,1,68,Near-Ready,0
OMEN-10157,2026-CSE,train,Selected,7.16,0,56.4,78.5,CSE,7,93.2,21.6,5,76.0,85.5,64.4,66.8,39.3,24.7,78.4,79.1,87.5,6,5,4,2,8,1,1,36.2,1,91.7,Data Analyst,96.3,65.6,0,80,Ready,1
OMEN-10158,2026-ECE,train,Rejected,9.31,0,94.2,76.7,ECE,7,69.1,60.0,3,68.2,75.3,60.3,50.5,36.4,37.5,55.7,85.6,81.2,4,1,1,2,6,0,2,47.0,1,71.8,Data Analyst,95.8,65.9,0,79,Ready,1
OMEN-10159,2026-ECE,val,Rejected,6.3,0,69.2,53.6,ECE,8,75.5,66.7,6,68.7,74.0,77.3,49.2,28.2,15.0,89.5,85.5,44.6,5,3,2,1,4,4,4,83.7,1,95.1,AI/ML Engineer,95.3,59.3,1,74,Near-Ready,0
OMEN-10160,2026-IT,train,Rejected,6.71,0,61.5,64.4,IT,8,46.6,61.1,4,76.0,47.3,59.6,79.9,62.7,78.9,35.6,46.0,25.8,3,2,2,2,8,0,5,100.0,1,75.5,Software Engineer,93.7,54.8,1,69,Near-Ready,0
OMEN-10161,2026-IT,train,Rejected,6.15,1,61.3,54.0,IT,8,73.5,57.1,5,47.2,42.3,50.5,86.4,80.3,90.1,59.3,38.3,14.7,3,1,1,2,10,3,0,18.5,0,66.8,Software Engineer,85.7,55.7,3,54,Needs Training,0
OMEN-10162,2026-IT,train,Rejected,8.24,0,73.0,74.5,IT,6,65.7,39.2,4,76.5,62.8,62.2,61.8,30.9,32.9,53.4,78.9,46.1,2,4,1,1,5,1,3,60.1,1,98.6,AI/ML Engineer,92.0,54.7,1,62,Near-Ready,0
OMEN-10163,2026-ECE,train,Unplaced,5.97,1,56.5,62.7,ECE,7,52.7,43.7,1,70.0,32.5,45.6,66.9,60.4,76.2,38.3,27.8,14.7,3,4,3,2,10,1,2,45.9,1,82.8,Software Engineer,83.1,45.3,2,55,Needs Training,0
OMEN-10164,2026-CSE,train,Selected,7.16,0,76.0,67.6,CSE,6,79.1,43.1,9,98.0,79.7,58.5,69.2,58.8,40.6,33.4,92.6,78.2,5,3,2,1,5,1,0,16.7,0,69.8,Data Analyst,98.1,68.7,0,76,Ready,1
OMEN-10165,2026-IT,train,Selected,5.66,1,46.6,49.5,IT,7,46.1,51.5,5,79.4,48.0,56.4,76.8,84.1,83.5,48.7,33.7,40.1,4,5,3,1,3,0,0,7.7,1,96.7,Software Engineer,92.6,56.6,1,61,Near-Ready,0
OMEN-10166,2026-CSE,train,Rejected,7.97,0,79.2,60.7,CSE,6,98.0,55.1,7,78.9,69.6,98.0,73.5,67.3,59.2,98.0,98.0,27.2,7,1,1,2,6,0,3,59.1,1,84.0,AI/ML Engineer,97.5,73.3,0,83,Ready,1
OMEN-10167,2026-IT,train,Selected,7.76,0,64.3,70.4,IT,8,59.3,68.6,3,75.3,62.7,69.5,53.5,41.8,21.0,77.9,70.4,40.9,4,5,3,1,5,2,1,31.5,1,88.1,AI/ML Engineer,93.9,57.5,0,77,Ready,1
OMEN-10168,2026-CSE,val,Selected,7.86,0,78.0,65.6,CSE,6,75.0,60.2,6,98.0,49.2,87.8,75.9,59.3,54.4,77.4,75.0,25.4,5,2,2,1,4,2,0,7.1,0,72.2,AI/ML Engineer,94.2,66.0,1,76,Ready,1
OMEN-10169,2026-ECE,test,Unplaced,7.77,0,73.7,72.1,ECE,5,70.2,53.9,2,74.8,41.9,59.8,60.7,55.2,76.8,47.6,50.7,39.9,2,2,2,0,0,2,0,0.7,1,76.4,Software Engineer,86.3,54.9,3,57,Needs Training,0
OMEN-10170,2026-EEE,test,Unplaced,6.44,0,62.2,64.0,EEE,8,54.5,67.9,2,68.3,82.9,32.8,41.4,42.5,15.7,17.8,83.4,65.8,4,2,0,0,0,1,1,39.1,0,56.7,Data Analyst,91.3,54.4,1,58,Needs Training,0
OMEN-10171,2026-CSE,train,Selected,9.24,0,92.3,76.0,CSE,5,69.8,84.4,3,88.9,54.8,80.4,81.2,75.8,76.2,45.7,50.7,68.5,6,3,1,2,10,0,2,58.5,1,82.3,Software Engineer,99.9,70.5,0,82,Ready,1
OMEN-10172,2026-IT,val,Rejected,7.13,0,67.5,66.5,IT,6,50.3,53.1,1,61.4,43.6,43.2,67.6,54.6,82.3,47.7,39.8,14.6,0,1,0,1,3,3,1,19.6,1,70.5,Software Engineer,83.6,49.0,2,62,Near-Ready,0
OMEN-10173,2026-IT,train,Unplaced,9.27,0,81.2,76.3,IT,5,51.6,76.9,3,79.8,52.0,71.0,90.1,70.3,41.3,64.0,54.8,38.8,4,4,4,2,8,0,0,18.5,0,73.2,Software Engineer,91.5,64.5,1,73,Near-Ready,0
OMEN-10174,2026-MECH,train,Unplaced,5.34,1,52.3,45.6,MECH,8,51.3,50.0,4,44.0,72.6,31.5,36.2,7.0,20.1,37.1,75.7,75.6,3,7,4,1,5,1,6,100.0,1,92.8,Data Analyst,83.8,47.8,1,56,Needs Training,0
OMEN-10175,2026-ECE,train,Selected,8.55,0,86.5,86.5,ECE,7,76.1,50.7,3,74.3,94.9,56.3,67.2,40.3,44.7,55.0,89.8,78.2,5,4,1,1,5,0,0,10.5,1,87.0,Data Analyst,99.8,67.5,0,76,Ready,1
OMEN-10176,2026-CSE,train,Rejected,8.27,0,78.4,70.7,CSE,6,55.3,82.4,5,71.4,38.2,36.8,53.6,43.2,47.9,63.0,71.5,16.8,2,4,1,1,5,1,0,5.9,1,92.8,AI/ML Engineer,76.0,53.0,3,51,Needs Training,0
OMEN-10177,2026-CSE,test,Rejected,6.07,1,64.3,55.9,CSE,8,64.7,55.8,4,86.7,44.5,67.7,73.9,75.3,76.0,76.7,28.8,46.7,6,1,0,1,4,1,2,63.9,1,78.0,Software Engineer,93.4,60.8,0,62,Near-Ready,0
OMEN-10178,2026-CSE,train,Selected,8.14,0,76.1,72.3,CSE,7,85.0,57.0,7,77.3,82.1,77.4,34.5,51.9,34.3,49.6,78.9,78.2,5,4,4,2,6,1,0,31.8,1,98.4,Data Analyst,98.3,65.1,0,84,Ready,1
OMEN-10179,2026-IT,train,Rejected,6.21,0,65.2,59.6,IT,6,33.5,71.3,2,68.7,43.0,52.8,68.8,76.8,56.7,16.1,30.5,5.6,3,2,0,0,0,0,1,28.1,1,80.7,Software Engineer,86.5,46.5,2,45,Needs Training,0
OMEN-10180,2026-IT,train,Selected,9.38,0,82.5,85.4,IT,6,64.5,80.0,5,55.9,49.5,58.8,70.8,77.5,73.0,76.3,47.8,40.9,4,1,0,1,3,2,0,33.4,0,67.2,Software Engineer,90.0,63.7,1,72,Near-Ready,0
OMEN-10181,2026-CSE,train,Unplaced,5.99,1,55.5,51.2,CSE,7,49.2,66.0,1,49.4,67.1,30.4,29.9,7.0,18.5,20.8,63.8,62.0,1,2,1,1,4,0,0,12.9,1,80.1,Data Analyst,80.1,45.1,4,34,Needs Training,0
OMEN-10182,2026-CSE,train,Selected,9.03,0,77.9,73.5,CSE,6,86.1,82.9,4,75.7,88.6,56.0,44.4,48.7,40.1,40.1,77.1,74.9,4,2,1,0,0,0,1,34.4,1,82.5,Data Analyst,99.1,68.7,0,79,Ready,1
OMEN-10183,2026-CSE,train,Selected,7.6,0,70.8,71.4,CSE,7,57.0,70.3,4,70.1,53.6,79.0,78.3,52.4,67.6,49.2,48.3,50.6,4,3,2,0,0,0,6,100.0,0,65.1,Software Engineer,96.7,59.8,0,71,Near-Ready,0
OMEN-10184,2026-CIVIL,train,Rejected,6.41,2,64.7,65.9,CIVIL,8,53.2,39.1,5,63.4,94.1,29.6,35.4,5.0,35.3,23.4,77.6,86.3,3,4,1,2,8,1,4,86.7,1,95.0,Data Analyst,93.4,52.7,0,45,Needs Training,0
OMEN-10185,2026-IT,test,Rejected,8.03,0,65.3,76.7,IT,5,71.9,82.0,10,70.1,58.0,59.2,44.8,26.4,42.9,64.3,82.6,34.9,2,2,1,0,0,2,3,52.2,1,87.9,AI/ML Engineer,92.3,56.6,1,68,Near-Ready,0
OMEN-10186,2026-MECH,val,Rejected,6.59,0,67.5,59.6,MECH,6,84.8,52.1,4,70.0,64.5,56.6,41.9,58.6,44.1,46.9,66.1,60.8,2,3,0,0,0,1,1,10.5,1,86.1,Data Analyst,88.7,60.5,1,58,Needs Training,0
OMEN-10187,2026-ECE,train,Rejected,6.81,0,68.0,67.8,ECE,7,55.9,68.1,1,52.4,78.7,41.8,31.3,34.7,5.0,55.0,68.2,51.8,2,7,1,0,0,1,0,12.8,1,83.0,Data Analyst,84.4,52.5,2,57,Needs Training,0
OMEN-10188,2026-IT,val,Unplaced,8.24,0,69.5,76.0,IT,8,64.1,51.8,5,89.5,73.0,45.4,39.7,34.4,30.3,64.6,67.4,65.4,4,3,3,0,0,1,1,13.0,1,86.8,Data Analyst,92.7,59.3,0,71,Near-Ready,0
OMEN-10189,2026-ECE,train,Selected,6.55,0,53.6,65.6,ECE,7,49.0,46.0,4,72.2,67.2,66.8,80.9,50.7,62.8,34.3,40.0,33.7,4,2,0,2,6,1,0,20.8,1,84.9,Software Engineer,94.0,54.4,0,67,Near-Ready,0
OMEN-10190,2026-ECE,train,Selected,8.92,0,75.6,88.4,ECE,8,74.9,71.0,7,60.4,64.0,76.6,51.0,53.4,44.2,68.9,80.1,53.5,3,2,2,1,3,3,0,0.0,1,85.4,Data Analyst,87.6,64.0,2,70,Near-Ready,0
OMEN-10191,2026-CSE,train,Rejected,6.07,0,58.3,45.6,CSE,7,63.7,73.4,5,74.5,48.9,64.6,63.4,52.9,73.8,50.3,38.5,48.3,2,5,3,0,0,0,2,52.5,1,96.7,Software Engineer,89.4,56.6,1,71,Near-Ready,0
OMEN-10192,2026-IT,train,Rejected,7.36,0,71.5,71.5,IT,8,65.3,59.3,6,78.9,70.0,45.3,39.8,44.8,63.0,53.4,63.9,70.1,3,4,2,0,0,1,1,34.2,1,94.6,Data Analyst,92.5,61.5,2,61,Near-Ready,0
OMEN-10193,2026-IT,test,Rejected,8.06,0,77.9,69.5,IT,7,78.7,54.5,6,65.4,86.6,71.1,42.6,41.2,25.4,64.6,89.4,72.5,5,4,3,0,0,2,1,16.4,1,95.3,Data Analyst,97.2,65.3,0,79,Ready,1
OMEN-10194,2026-ECE,train,Selected,7.07,0,68.0,67.7,ECE,8,61.2,43.8,3,84.1,58.4,56.6,51.0,30.9,32.3,56.6,84.6,47.3,2,7,4,1,4,2,1,36.1,1,88.5,AI/ML Engineer,92.4,53.5,0,73,Near-Ready,0
OMEN-10195,2026-CSE,val,Rejected,7.16,0,66.2,70.5,CSE,8,70.7,46.6,6,73.3,82.7,50.8,56.2,41.9,36.9,56.0,76.5,56.6,3,6,3,0,0,1,2,55.0,1,89.4,Data Analyst,93.6,61.1,1,71,Near-Ready,0
